contract_id,event_date,event_type
46668,2021-03-02 12:43:30,Оборудование
46668,2021-03-02 12:59:29,Состояние клиентского оборудования
46668,2021-03-05 17:14:09,Обращение в службу заботы о клиентах
46668,2021-03-19 14:04:23,Обращение в службу заботы о клиентах
46668,2021-04-07 22:36:38,Реестр договоров
28801,2021-03-30 10:44:29,Изменение контактных телефонов
28801,2021-04-01 16:48:06,Удаление из Обращались с номеров
46698,2021-03-02 23:21:21,Обращение в службу заботы о клиентах
46698,2021-04-05 00:14:04,Обращение в службу заботы о клиентах
46698,2021-04-07 11:34:26,Обращение в службу заботы о клиентах
46698,2021-04-08 20:55:35,Обращение в службу заботы о клиентах
46698,2021-04-09 11:50:57,Состояние клиентского оборудования
46698,2021-04-10 11:42:41,Удаление из Обращались с номеров
46698,2021-04-10 12:12:19,Состояние клиентского оборудования
46731,2021-03-09 16:45:13,Смена тарифа
46731,2021-03-09 16:45:27,Изменение истории
46731,2021-03-09 16:45:34,Включена 30% скидка
9954,2021-03-09 09:53:57,Обращение в службу заботы о клиентах
45184,2021-03-25 17:18:50,Обращение в службу заботы о клиентах
34838,2021-03-05 09:24:22,Обращение в службу заботы о клиентах
34838,2021-03-18 11:05:55,Обращение в службу заботы о клиентах
36314,2021-03-11 23:02:57,Обращение в службу заботы о клиентах
36314,2021-04-01 14:10:56,Внутреннее сообщение
30301,2021-03-02 22:24:56,Обращение в службу заботы о клиентах
30301,2021-04-03 15:08:16,Обращение в службу заботы о клиентах
30301,2021-04-03 15:33:55,Обращение в службу заботы о клиентах
30301,2021-04-21 11:21:06,Предложение ТВ
30301,2021-04-21 11:33:06,Обращение в службу заботы о клиентах
46778,2021-04-07 23:20:41,Обращение в службу заботы о клиентах
11590,2021-04-02 21:28:30,Изменение данных клиента
11590,2021-04-02 21:28:30,Возвращение клиента
11590,2021-04-02 21:29:20,Операция с mac-адресом
11590,2021-04-02 21:32:12,Смена тарифа
11590,2021-04-02 21:44:03,Операция с mac-адресом
11590,2021-04-27 21:08:04,Обращение в службу заботы о клиентах
46793,2021-04-07 22:20:39,Предложение тарифа
46793,2021-04-07 22:21:06,Обращение в службу заботы о клиентах
46793,2021-04-08 14:19:09,Обращение в службу заботы о клиентах
46793,2021-04-12 20:35:05,Включение услуги Аренда ТВ-приставки
46793,2021-04-12 20:35:05,Включение IPTV-пакета
46793,2021-04-12 20:35:05,Оборудование
46793,2021-04-12 20:35:42,Состояние клиентского оборудования
31040,2021-03-11 19:58:16,Обращение в службу заботы о клиентах
31040,2021-03-11 19:58:54,Смена пароля
10956,2021-03-11 11:55:55,Обращение в службу заботы о клиентах
10956,2021-03-11 12:54:15,Смена тарифа
10956,2021-03-11 12:54:30,Включена 30% скидка
10956,2021-03-11 12:54:39,Смена схемы оплаты
46857,2021-04-22 10:59:03,Обращение в службу заботы о клиентах
46857,2021-04-23 15:26:28,Смена пароля
46857,2021-04-23 15:26:49,Обращение в службу заботы о клиентах
46857,2021-04-23 15:47:36,Обращение в службу заботы о клиентах
46857,2021-04-23 15:48:28,Изменение данных клиента
46876,2021-03-29 19:35:35,Реестр договоров
46893,2021-03-11 09:34:40,Обращение в службу заботы о клиентах
46893,2021-03-11 10:39:55,Обращение в службу заботы о клиентах
28438,2021-03-09 15:01:06,Обращение в службу заботы о клиентах
28438,2021-04-06 07:34:03,Обращение в службу заботы о клиентах
46907,2021-03-04 23:37:46,Смена тарифа
46907,2021-04-14 20:10:27,Обращение в службу заботы о клиентах
46907,2021-04-14 22:45:49,Обращение в службу заботы о клиентах
46907,2021-04-16 19:25:46,Выключение IPTV-пакета
46907,2021-04-27 17:48:23,Смена пароля
31169,2021-04-20 10:36:05,Предложение ТВ-пакета
31169,2021-04-20 10:36:22,Обращение в службу заботы о клиентах
31169,2021-04-22 10:33:35,Обращение в службу заботы о клиентах
31169,2021-04-23 13:46:34,Обращение в службу заботы о клиентах
46914,2021-04-13 12:55:53,Реестр договоров
29432,2021-03-26 15:45:05,Реестр договоров
41882,2021-04-26 09:04:48,Обращение в службу заботы о клиентах
36230,2021-03-28 10:26:37,Удаление из Обращались с номеров
36230,2021-03-28 10:26:38,Изменение контактных телефонов
36230,2021-04-01 12:16:58,Обращение в службу заботы о клиентах
13275,2021-03-08 13:26:09,Предложение IPTV
13275,2021-03-08 18:03:36,Операция с mac-адресом
13275,2021-03-08 18:03:39,Возвращение клиента
13275,2021-03-08 18:05:44,Изменение данных клиента
13275,2021-03-08 18:06:29,Оборудование
13275,2021-03-08 18:06:46,Активация точки подключения на сутки
13275,2021-03-08 18:07:07,Активация точки подключения на сутки
33692,2021-04-02 22:19:17,Предложение ТВ
33692,2021-04-02 22:22:13,Обращение в службу заботы о клиентах
33692,2021-04-03 09:07:53,Обращение в службу заботы о клиентах
33692,2021-04-08 21:51:19,Добавление в Обращались с номеров
33692,2021-04-08 21:53:18,Смена пароля
33692,2021-04-08 21:53:46,Обращение в службу заботы о клиентах
46980,2021-04-16 15:18:20,Обращение в службу заботы о клиентах
38730,2021-03-30 17:19:21,Реестр договоров
38730,2021-04-08 14:55:08,Отключение услуги Аренда ТВ-приставки
38730,2021-04-08 14:55:17,Оборудование
38730,2021-04-08 14:55:30,Обращение в службу заботы о клиентах
12286,2021-04-14 22:49:08,Обращение в службу заботы о клиентах
12286,2021-04-14 22:55:53,Смена пароля
12286,2021-04-14 22:59:46,Предложение ТВ
12286,2021-04-14 23:00:06,Смена пароля
47044,2021-04-01 16:57:48,Обращение в службу заботы о клиентах
47044,2021-04-02 18:52:32,Смена тарифа
47044,2021-04-09 10:23:56,Обращение в службу заботы о клиентах
47044,2021-04-12 16:17:58,Обращение в службу заботы о клиентах
47044,2021-04-12 16:18:33,Предложение ТВ-пакета
47044,2021-04-16 08:29:04,Перенос денежных средств
47044,2021-04-16 08:42:09,Отключение услуги Автоплатёж
47044,2021-04-16 08:50:31,Обращение в службу заботы о клиентах
47058,2021-04-01 23:48:04,Реестр договоров
47080,2021-03-21 17:39:20,Обращение в службу заботы о клиентах
47080,2021-03-21 17:44:55,Обращение в службу заботы о клиентах
47080,2021-04-19 08:57:54,Обращение в службу заботы о клиентах
47105,2021-04-12 20:26:55,Обращение в службу заботы о клиентах
30236,2021-03-09 15:46:02,Обращение в службу заботы о клиентах
30236,2021-03-22 20:00:29,Операция с mac-адресом
30236,2021-03-22 20:11:19,Смена тарифа
30236,2021-03-22 22:19:56,Состояние клиентского оборудования
30236,2021-03-23 07:51:43,Обращение в службу заботы о клиентах
12264,2021-03-09 22:05:33,Обращение в службу заботы о клиентах
47122,2021-04-14 19:21:55,Предложение тарифа
47122,2021-04-14 19:22:28,Обращение в службу заботы о клиентах
47122,2021-04-15 11:35:20,Состояние клиентского оборудования
47140,2021-03-08 21:38:58,Внутреннее сообщение
47140,2021-03-08 21:40:01,Обращение в службу заботы о клиентах
47140,2021-03-14 15:43:16,Изменение данных клиента
47140,2021-03-14 15:43:18,Смена IP-адреса
47140,2021-03-14 15:43:37,Смена пароля
47140,2021-03-14 15:44:11,Операция с mac-адресом
10487,2021-03-24 23:22:29,Активация гарантированного платежа
10487,2021-03-24 23:27:32,Предложение ТВ
10487,2021-03-24 23:29:28,Обращение в службу заботы о клиентах
12353,2021-04-12 09:48:48,Добавление в Обращались с номеров
12353,2021-04-13 12:00:34,Предложение ТВ
14179,2021-03-01 15:15:22,Обращение в службу заботы о клиентах
14179,2021-03-05 12:56:26,Обращение в службу заботы о клиентах
14179,2021-04-13 12:43:53,Реестр договоров
14655,2021-03-29 21:52:51,Смена тарифа
14655,2021-03-29 21:53:45,Изменение данных клиента
14655,2021-03-29 21:53:48,Смена IP-адреса
14655,2021-03-29 21:54:26,Операция с mac-адресом
14655,2021-03-29 21:56:21,Изменение данных клиента
14655,2021-03-29 21:56:59,Изменение данных клиента
14655,2021-03-29 22:05:57,Оборудование
14655,2021-03-29 22:16:58,Активация точки подключения на сутки
14655,2021-03-29 22:19:48,Перенос денежных средств
14655,2021-03-30 12:51:58,Включение IPTV-пакета
14655,2021-03-30 12:53:16,Обращение в службу заботы о клиентах
14655,2021-04-07 19:47:49,Оборудование
14655,2021-04-07 19:48:11,Оборудование
14655,2021-04-07 19:52:18,Состояние клиентского оборудования
9208,2021-03-10 16:40:46,Обращение в службу заботы о клиентах
9208,2021-03-13 15:03:36,Состояние клиентского оборудования
47226,2021-04-29 10:50:26,Обращение в службу заботы о клиентах
47226,2021-04-29 10:52:16,Обращение в службу заботы о клиентах
47230,2021-04-07 12:36:55,Изменение данных клиента
47230,2021-04-07 12:36:57,Смена IP-адреса
47230,2021-04-07 12:37:12,Смена пароля
47230,2021-04-07 12:44:15,Смена тарифа
47230,2021-04-07 12:44:30,Смена тарифа
47233,2021-03-10 21:53:09,Активация ГП с IVR
47233,2021-03-21 22:03:28,Активация ГП с IVR
47233,2021-04-01 22:11:48,Обращение в службу заботы о клиентах
47233,2021-04-01 22:11:57,Активация гарантированного платежа
47233,2021-04-10 07:33:20,Активация гарантированного платежа
47233,2021-04-10 07:33:32,Предложение ТВ-пакета
47233,2021-04-10 07:33:48,Обращение в службу заботы о клиентах
47233,2021-04-16 09:12:34,Активация гарантированного платежа
47233,2021-04-16 09:12:46,Обращение в службу заботы о клиентах
47233,2021-04-21 09:49:32,Активация гарантированного платежа
47240,2021-03-29 13:01:09,Обращение в службу заботы о клиентах
28284,2021-03-27 22:13:44,Обращение в службу заботы о клиентах
47268,2021-03-15 19:31:03,Обращение в службу заботы о клиентах
47268,2021-03-15 19:38:54,Обращение в службу заботы о клиентах
47268,2021-03-17 18:38:22,Состояние клиентского оборудования
47268,2021-03-24 09:42:46,Предложение ТВ
33973,2021-03-17 13:24:42,Обращение в службу заботы о клиентах
47285,2021-04-16 09:04:38,Обращение в службу заботы о клиентах
47285,2021-04-16 09:04:43,Предложение ТВ-пакета
47308,2021-04-03 09:13:47,Добавление в Обращались с номеров
47308,2021-04-03 18:24:40,Изменение контактных телефонов
47308,2021-04-04 06:29:51,Добавление в Обращались с номеров
47308,2021-04-04 06:34:01,Обращение в службу заботы о клиентах
47308,2021-04-04 10:44:03,Обращение в службу заботы о клиентах
47308,2021-04-04 11:37:38,Состояние клиентского оборудования
8396,2021-03-09 15:53:29,Обращение в службу заботы о клиентах
37853,2021-03-02 09:13:29,Включение интернета на 20 минут
37853,2021-03-02 09:17:20,Обращение в службу заботы о клиентах
37853,2021-03-11 10:06:40,Обращение в службу заботы о клиентах
37853,2021-03-11 10:07:08,Включение интернета на 20 минут
37853,2021-03-11 10:07:43,Предложение автоплатежа
37853,2021-03-20 09:02:27,Обращение в службу заботы о клиентах
37853,2021-04-20 08:32:18,Обращение в службу заботы о клиентах
37853,2021-04-20 08:35:07,Включение интернета на 20 минут
37853,2021-04-20 08:39:43,Предложение тарифа
47341,2021-04-20 15:42:41,Обращение в службу заботы о клиентах
47348,2021-03-18 08:44:27,Обращение в службу заботы о клиентах
47348,2021-03-19 17:43:56,Отключение услуги Аренда ТВ-приставки
47348,2021-03-19 17:43:59,Оборудование
47348,2021-03-19 17:44:17,Обращение в службу заботы о клиентах
47348,2021-04-12 22:43:25,Реестр договоров
47360,2021-03-30 17:54:24,Добавление в Обращались с номеров
47360,2021-03-30 17:56:29,Обращение в службу заботы о клиентах
47360,2021-03-30 17:57:36,Предложение ТВ
47371,2021-03-01 20:58:51,Обращение в службу заботы о клиентах
35290,2021-03-26 18:44:50,Предложение ТВ
35290,2021-03-26 18:45:56,Обращение в службу заботы о клиентах
35290,2021-03-29 19:34:48,Предложение тарифа
28019,2021-03-09 12:37:17,Предложение IPTV
28019,2021-03-09 12:37:30,Обращение в службу заботы о клиентах
28019,2021-03-25 21:29:31,Обращение в службу заботы о клиентах
28019,2021-03-25 21:29:58,Изменение контактных телефонов
28019,2021-03-25 21:30:52,Предложение тарифа
28019,2021-03-27 18:05:16,Обращение в службу заботы о клиентах
28019,2021-03-27 18:06:31,Смена тарифа
28019,2021-04-26 00:18:29,Обращение в службу заботы о клиентах
47407,2021-04-13 10:47:59,Предложение ТВ
47407,2021-04-13 10:48:07,Обращение в службу заботы о клиентах
47414,2021-03-27 16:57:56,Внутреннее сообщение
47414,2021-04-01 19:17:34,Обращение в службу заботы о клиентах
47414,2021-04-03 13:35:50,Изменение данных клиента
47414,2021-04-03 13:35:52,Смена IP-адреса
47414,2021-04-03 13:36:45,Смена тарифа
47414,2021-04-03 13:45:28,Смена пароля
47414,2021-04-03 13:46:40,Смена пароля
40228,2021-03-20 14:13:13,Обращение в службу заботы о клиентах
40228,2021-03-20 16:35:09,Состояние клиентского оборудования
40228,2021-04-03 19:33:34,Обращение в службу заботы о клиентах
40228,2021-04-10 11:17:26,Обращение в службу заботы о клиентах
40228,2021-04-10 11:17:37,Предложение ТВ
31544,2021-03-17 12:17:12,Обращение в службу заботы о клиентах
31544,2021-04-05 19:22:54,Обращение в службу заботы о клиентах
31544,2021-04-06 16:43:02,Обращение в службу заботы о клиентах
47439,2021-03-03 18:51:44,Обращение в службу заботы о клиентах
47439,2021-03-03 18:51:47,Предложение ТВ-пакета
13482,2021-04-16 13:12:19,Предложение тарифа
13482,2021-04-16 13:12:59,Обращение в службу заботы о клиентах
13775,2021-03-18 10:18:06,Изменение контактных телефонов
28188,2021-03-19 18:33:10,Обращение в службу заботы о клиентах
28188,2021-03-21 17:59:49,Выключение IPTV-пакета
28188,2021-04-02 22:53:58,Предложение ТВ-пакета
28188,2021-04-02 22:55:06,Обращение в службу заботы о клиентах
28188,2021-04-18 19:52:58,Обращение в службу заботы о клиентах
47485,2021-04-16 18:59:31,Изменение данных клиента
47498,2021-04-02 10:43:53,Предложение ТВ
47498,2021-04-02 10:44:32,Предложение тарифа
47498,2021-04-02 10:44:37,Обращение в службу заботы о клиентах
47498,2021-04-02 11:13:19,Обращение в службу заботы о клиентах
47498,2021-04-02 13:52:44,Включение услуги Аренда ТВ-приставки
47498,2021-04-02 13:52:44,Включение IPTV-пакета
47498,2021-04-02 13:52:44,Оборудование
47498,2021-04-02 13:54:01,Включение услуги Аренда ТВ-приставки
47498,2021-04-02 13:54:01,Оборудование
47498,2021-04-02 13:55:07,Смена тарифа
47498,2021-04-02 14:23:12,Изменение данных клиента
47498,2021-04-02 14:54:31,Состояние клиентского оборудования
47498,2021-04-14 08:58:01,Обращение в службу заботы о клиентах
47498,2021-04-27 13:14:37,Включена 10% скидка
47498,2021-04-27 13:16:16,Выключение IPTV-пакета
47498,2021-04-27 13:16:16,Включение IPTV-пакета
47498,2021-04-27 13:17:30,Смена схемы оплаты
47498,2021-04-27 13:19:17,Обращение в службу заботы о клиентах
47498,2021-04-27 13:36:19,Обращение в службу заботы о клиентах
47498,2021-04-27 13:37:18,Обращение в службу заботы о клиентах
47508,2021-03-23 09:25:25,Внутреннее сообщение
10940,2021-04-22 08:06:56,Предложение тарифа
10940,2021-04-22 08:07:12,Обращение в службу заботы о клиентах
8917,2021-04-18 12:46:41,Обращение в службу заботы о клиентах
8917,2021-04-20 18:33:07,Предложение тарифа
11174,2021-03-10 13:45:32,Обращение в службу заботы о клиентах
11174,2021-03-10 13:47:10,Смена пароля
11174,2021-03-10 20:16:30,Смена пароля
11174,2021-03-10 20:18:20,Обращение в службу заботы о клиентах
11174,2021-03-16 09:58:41,Обращение в службу заботы о клиентах
11174,2021-03-18 17:56:44,Смена пароля
11174,2021-03-19 20:23:32,Смена пароля
11174,2021-03-19 20:23:53,Обращение в службу заботы о клиентах
11174,2021-03-19 20:28:54,Смена пароля
29122,2021-03-16 12:00:33,Состояние клиентского оборудования
29122,2021-03-25 09:49:45,Включение интернета на 20 минут
29122,2021-03-25 09:50:20,Предложение ТВ-пакета
29122,2021-03-25 09:50:31,Обращение в службу заботы о клиентах
29122,2021-03-25 10:47:33,Обращение в службу заботы о клиентах
29122,2021-03-25 11:01:24,Обращение в службу заботы о клиентах
29122,2021-03-25 11:12:24,Включение IPTV-пакета
29122,2021-03-25 11:17:29,Обращение в службу заботы о клиентах
29122,2021-03-26 01:45:54,Обращение в службу заботы о клиентах
29122,2021-03-28 09:07:53,Обращение в службу заботы о клиентах
29122,2021-03-28 09:07:57,Удаление из Обращались с номеров
29122,2021-03-28 09:07:58,Удаление из Обращались с номеров
29122,2021-03-28 09:07:58,Изменение контактных телефонов
29122,2021-03-31 23:49:27,Обращение в службу заботы о клиентах
29122,2021-04-05 14:25:14,Операция с mac-адресом
29122,2021-04-05 14:26:56,Оборудование
29122,2021-04-05 15:13:24,Состояние клиентского оборудования
29122,2021-04-06 19:23:41,Обращение в службу заботы о клиентах
29122,2021-04-07 05:20:59,Обращение в службу заботы о клиентах
29122,2021-04-07 06:22:20,Обращение в службу заботы о клиентах
29122,2021-04-07 07:50:51,Внесение
29122,2021-04-07 08:04:52,Обращение в службу заботы о клиентах
29122,2021-04-07 09:20:01,Тайный покупатель
29122,2021-04-07 09:36:25,Изменение истории
29122,2021-04-09 07:01:03,Обращение в службу заботы о клиентах
29122,2021-04-09 11:09:46,Включение интернета на 20 минут
29122,2021-04-09 11:10:04,Обращение в службу заботы о клиентах
29122,2021-04-10 18:27:19,Смена тарифа
29122,2021-04-10 18:27:32,Обращение в службу заботы о клиентах
29122,2021-04-12 19:58:34,Обращение в службу заботы о клиентах
29122,2021-04-13 18:28:44,Состояние клиентского оборудования
29122,2021-04-23 18:20:44,Обращение в службу заботы о клиентах
29122,2021-04-25 21:11:13,Обращение в службу заботы о клиентах
34192,2021-04-21 18:52:22,Смена пароля
34192,2021-04-21 18:54:31,Обращение в службу заботы о клиентах
11920,2021-03-11 18:15:43,Внутреннее сообщение
47546,2021-03-30 18:45:58,Смена IP-адреса
47546,2021-03-30 18:50:26,Без границ бесплатно. Отключение
47546,2021-03-30 18:50:26,Смена тарифа
47546,2021-03-30 18:51:10,Изменение истории
11130,2021-03-13 11:50:27,Предложение IPTV
11130,2021-03-13 11:51:39,Обращение в службу заботы о клиентах
11130,2021-03-13 19:36:08,Состояние клиентского оборудования
47582,2021-04-29 19:57:08,Активация точки подключения на сутки
47582,2021-04-29 20:53:09,Состояние клиентского оборудования
11170,2021-03-29 18:47:48,Обращение в службу заботы о клиентах
33861,2021-04-07 21:14:56,Обращение в службу заботы о клиентах
46880,2021-04-25 18:34:14,Обращение в службу заботы о клиентах
46880,2021-04-25 18:39:19,Смена тарифа
46880,2021-04-25 18:39:30,Предложение тарифа
13751,2021-03-09 20:33:42,Обращение в службу заботы о клиентах
40198,2021-03-04 17:14:17,Смена пароля
40198,2021-04-06 23:50:09,Обращение в службу заботы о клиентах
40198,2021-04-07 14:37:09,Обращение в службу заботы о клиентах
47653,2021-03-22 08:37:52,Обращение в службу заботы о клиентах
47653,2021-04-24 19:20:23,Предложение автоплатежа
47653,2021-04-24 19:20:57,Обращение в службу заботы о клиентах
47658,2021-04-25 11:50:11,Обращение в службу заботы о клиентах
47658,2021-04-25 11:52:56,Обращение в службу заботы о клиентах
47662,2021-04-08 11:12:39,Обращение в службу заботы о клиентах
47662,2021-04-08 11:13:11,Предложение ТВ
47662,2021-04-14 11:38:48,Включена 20% скидка
47662,2021-04-14 11:38:49,Смена тарифа
47662,2021-04-14 11:39:04,Изменение истории
47662,2021-04-14 11:39:19,Без границ бесплатно. Включение
47672,2021-03-24 15:39:50,Добавление в Обращались с номеров
47672,2021-03-24 15:40:09,Обращение в службу заботы о клиентах
47672,2021-04-23 10:58:09,Отключение услуги Автоплатёж
47672,2021-04-23 10:59:28,Обращение в службу заботы о клиентах
47675,2021-03-18 15:19:40,Предложение IPTV
13541,2021-03-04 11:54:17,Обращение в службу заботы о клиентах
13541,2021-03-10 12:19:28,Изменение контактных телефонов
9779,2021-03-31 16:44:34,Смена тарифа
9779,2021-04-05 18:41:26,Операция с mac-адресом
9779,2021-04-05 18:50:25,Состояние клиентского оборудования
47759,2021-03-05 19:29:32,Обращение в службу заботы о клиентах
47759,2021-03-05 19:30:06,Отключение услуги Аренда ТВ-приставки
28422,2021-04-04 10:06:53,Активация гарантированного платежа
28422,2021-04-04 10:07:13,Предложение ТВ
28422,2021-04-04 10:07:24,Обращение в службу заботы о клиентах
28422,2021-04-07 10:19:13,Предложение автоплатежа
28422,2021-04-07 10:19:29,Обращение в службу заботы о клиентах
47764,2021-04-27 21:44:03,Обращение в службу заботы о клиентах
47016,2021-04-13 14:35:54,Обращение в службу заботы о клиентах
47016,2021-04-13 14:36:56,Предложение ТВ
8994,2021-04-10 12:29:37,Обращение в службу заботы о клиентах
8189,2021-03-26 18:27:10,Обращение в службу заботы о клиентах
8189,2021-03-26 18:34:08,Обращение в службу заботы о клиентах
8189,2021-04-01 14:28:43,Обращение в службу заботы о клиентах
8189,2021-04-01 17:19:00,Обращение в службу заботы о клиентах
8189,2021-04-01 18:03:35,Оборудование
8189,2021-04-01 18:03:41,Обращение в службу заботы о клиентах
8189,2021-04-10 20:51:58,Обращение в службу заботы о клиентах
8189,2021-04-10 21:01:45,Обращение в службу заботы о клиентах
8189,2021-04-11 17:16:41,Состояние клиентского оборудования
14562,2021-04-25 12:51:23,Смена пароля
14562,2021-04-25 12:52:49,Предложение ТВ
14562,2021-04-25 12:55:33,Обращение в службу заботы о клиентах
12124,2021-03-20 16:43:34,Обращение в службу заботы о клиентах
12124,2021-04-03 13:01:15,Смена тарифа
12124,2021-04-03 13:01:30,Предложение тарифа
47772,2021-04-10 13:09:44,Оборудование
47772,2021-04-10 13:09:58,Активация точки подключения на сутки
47772,2021-04-10 13:19:46,Смена пароля
47772,2021-04-10 13:22:03,Изменение данных клиента
47772,2021-04-10 13:22:30,Активация точки подключения на сутки
47772,2021-04-10 13:23:18,Смена тарифа
47772,2021-04-10 13:26:04,Включение услуги Аренда ТВ-приставки
47772,2021-04-10 13:26:04,Включение IPTV-пакета
47772,2021-04-10 13:26:04,Оборудование
47772,2021-04-10 13:31:45,Состояние клиентского оборудования
10152,2021-04-05 20:44:01,Добавление в Обращались с номеров
10152,2021-04-05 20:44:41,Изменение контактных телефонов
10152,2021-04-05 20:54:16,Обращение в службу заботы о клиентах
10152,2021-04-05 21:04:52,Изменение контактных телефонов
10152,2021-04-05 21:05:07,Предложение ТВ-пакета
10834,2021-03-04 19:07:23,Предложение IPTV
10834,2021-03-04 19:07:56,Обращение в службу заботы о клиентах
28171,2021-03-13 19:19:10,Обращение в службу заботы о клиентах
47852,2021-03-31 17:38:19,Обращение в службу заботы о клиентах
47852,2021-04-05 20:31:28,Обращение в службу заботы о клиентах
47852,2021-04-05 20:34:18,Предложение ТВ-пакета
47866,2021-04-12 16:07:27,Обращение в службу заботы о клиентах
47866,2021-04-13 21:55:58,Предложение тарифа
47866,2021-04-13 21:56:02,Предложение тарифа
38872,2021-03-03 12:15:34,Обращение в службу заботы о клиентах
28261,2021-04-29 15:36:02,Добавление в Обращались с номеров
28261,2021-04-29 15:39:17,Обращение в службу заботы о клиентах
28261,2021-04-29 15:45:31,Обращение в службу заботы о клиентах
38548,2021-04-18 13:22:46,Обращение в службу заботы о клиентах
38548,2021-04-18 17:15:25,Обращение в службу заботы о клиентах
38548,2021-04-18 17:45:29,Обращение в службу заботы о клиентах
47190,2021-03-01 13:07:12,Обращение в службу заботы о клиентах
47190,2021-03-01 17:41:58,Отключение услуги Аренда ТВ-приставки
47190,2021-03-01 17:42:01,Оборудование
47190,2021-03-01 17:42:15,Обращение в службу заботы о клиентах
47190,2021-03-04 13:38:51,Обращение в службу заботы о клиентах
47190,2021-03-12 22:22:23,Обращение в службу заботы о клиентах
7897,2021-03-05 13:30:10,Обращение в службу заботы о клиентах
7897,2021-03-22 21:18:20,Обращение в службу заботы о клиентах
12062,2021-03-14 12:59:56,Обращение в службу заботы о клиентах
47908,2021-03-17 07:53:20,Активация ГП с IVR
47908,2021-04-01 21:46:39,Обращение в службу заботы о клиентах
47908,2021-04-10 18:38:54,Включение IPTV-пакета
47908,2021-04-10 18:42:51,Предложение ТВ-пакета
47908,2021-04-10 18:43:16,Обращение в службу заботы о клиентах
47908,2021-04-10 18:54:45,Обращение в службу заботы о клиентах
47908,2021-04-14 23:20:58,Обращение в службу заботы о клиентах
47908,2021-04-16 02:08:05,Добавление в Обращались с номеров
47908,2021-04-16 02:08:41,Обращение в службу заботы о клиентах
47908,2021-04-16 22:40:01,Обращение в службу заботы о клиентах
47908,2021-04-17 01:52:44,Включение IPTV-пакета
47908,2021-04-17 01:56:52,Обращение в службу заботы о клиентах
47908,2021-04-17 02:48:34,Обращение в службу заботы о клиентах
47908,2021-04-21 15:06:49,Выключение IPTV-пакета
47908,2021-04-21 21:37:45,Обращение в службу заботы о клиентах
47908,2021-04-24 00:09:46,Обращение в службу заботы о клиентах
47908,2021-04-29 21:50:23,Изменение контактных телефонов
47908,2021-04-29 21:51:06,Удаление телефона из записи
47908,2021-04-29 21:51:31,Обращение в службу заботы о клиентах
40805,2021-03-03 15:06:52,Активация гарантированного платежа
40805,2021-03-03 15:07:00,Обращение в службу заботы о клиентах
40805,2021-03-25 09:06:55,Активация гарантированного платежа
40805,2021-03-25 09:07:00,Обращение в службу заботы о клиентах
40805,2021-03-26 21:20:54,Обращение в службу заботы о клиентах
40805,2021-03-26 21:22:27,Обращение в службу заботы о клиентах
40805,2021-03-28 10:02:32,Обращение в службу заботы о клиентах
40805,2021-03-31 19:10:28,Активация гарантированного платежа
40805,2021-03-31 19:10:36,Обращение в службу заботы о клиентах
40805,2021-04-17 20:05:27,Активация гарантированного платежа
40805,2021-04-17 20:05:29,Обращение в службу заботы о клиентах
47925,2021-04-07 13:25:07,Смена схемы оплаты
47925,2021-04-07 13:25:34,Изменение истории
47925,2021-04-07 13:25:39,Изменение истории
47925,2021-04-07 13:25:44,Изменение истории
47925,2021-04-07 13:26:51,Предложение ТВ-пакета
47925,2021-04-07 13:27:04,Обращение в службу заботы о клиентах
8428,2021-04-18 13:06:39,Обращение в службу заботы о клиентах
47983,2021-04-19 23:35:11,Активация ГП с IVR
47985,2021-04-27 12:07:55,Внутреннее сообщение
48026,2021-04-11 22:02:50,Обращение в службу заботы о клиентах
48053,2021-03-11 14:32:45,Смена тарифа
12066,2021-04-09 12:15:20,Включена 20% скидка
12066,2021-04-09 12:15:20,Смена тарифа
12066,2021-04-09 12:15:37,Изменение истории
48061,2021-03-28 13:07:15,Обращение в службу заботы о клиентах
48061,2021-03-28 13:07:18,Предложение ТВ
8191,2021-04-06 16:32:59,Предложение ТВ
8191,2021-04-06 16:33:17,Изменение контактных телефонов
8191,2021-04-06 16:34:20,Обращение в службу заботы о клиентах
30964,2021-03-25 16:01:25,Смена тарифа
48110,2021-03-11 14:41:35,Изменение контактных телефонов
48110,2021-03-11 14:42:07,Внутреннее сообщение
48117,2021-03-17 14:34:07,Обращение в службу заботы о клиентах
48134,2021-03-30 17:32:26,Реестр договоров
48134,2021-04-08 20:54:56,Обращение в службу заботы о клиентах
48134,2021-04-08 20:59:16,Обращение в службу заботы о клиентах
48134,2021-04-09 21:08:57,Состояние клиентского оборудования
48135,2021-04-06 23:06:50,Реестр договоров
12674,2021-04-14 20:50:07,Смена пароля
12674,2021-04-14 20:51:34,Предложение ТВ
12674,2021-04-14 20:51:45,Обращение в службу заботы о клиентах
12674,2021-04-25 18:26:50,Обращение в службу заботы о клиентах
9046,2021-03-04 07:23:03,Обращение в службу заботы о клиентах
9046,2021-03-04 07:28:07,Обращение в службу заботы о клиентах
9046,2021-03-04 13:51:22,Состояние клиентского оборудования
9046,2021-03-18 11:51:49,Смена IP-адреса
9046,2021-03-18 13:15:13,Обращение в службу заботы о клиентах
9046,2021-04-06 19:10:02,Обращение в службу заботы о клиентах
48225,2021-04-10 09:18:19,Предложение тарифа
48225,2021-04-10 09:18:31,Обращение в службу заботы о клиентах
